키워드,네이버검색량,PC,모바일,경쟁정도,추이지수,추이,월별추이
배냇가운,770,90,680,높음,0.9,하락,1.0|1.0|1.1|1.7|1.8|1.8|2.0|2.0|2.1|1.4|1.2|0.8|0.9
잠옷,60980,9580,51400,높음,67.8,하락,94.4|78.9|71.9|63.1|63.1|98.6|93.8|100|82.0|66.2|72.2|67.8|67.8
한복,24640,5040,19600,높음,30.5,하락,39.3|31.9|27.3|35.6|65.8|49.7|28.4|25.5|36.0|46.7|28.2|28.8|30.5
우주복,3120,700,2420,중간,3.5,하락,5.5|4.9|5.0|6.1|8.8|16.5|17.8|15.3|11.3|5.7|5.5|4.3|3.5
스윔웨어,3110,540,2570,높음,2.2,급하락,3.0|4.3|8.9|5.2|1.6|1.1|1.0|1.0|1.4|1.1|1.1|1.3|2.2
내의류,20,10,10,높음,0.0,유지,0.0|0.0
집업,1900,320,1580,높음,3.7,급상승,5.5|3.0|2.9|3.9|9.1|14.6|10.3|7.8|7.2|6.4|9.4|6.3|3.7
발레복,17490,2290,15200,높음,25.7,급상승,19.3|19.9|22.4|25.6|24.4|28.3|39.3|33.0|32.9|27.2|31.5|25.7|25.7
보드복,580,130,450,높음,0.7,하락,1.0|1.3|2.2|4.1|5.6|9.4|23.4|43.9|41.7|16.2|2.4|0.8|0.7
스키복,1320,280,1040,높음,1.9,상승,2.3|2.7|3.8|7.0|11.3|21.5|49.2|100|99.9|40.4|5.6|2.0|1.9
스키용품,70,20,50,높음,0.0,급상승,0.0|0.0|0.1|0.2|0.2|0.3|0.6|1.6|1.6|0.6|0.1|0.0
아웃도어용품,60,30,30,높음,0.0,급하락,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
목도리,1960,390,1570,높음,1.5,급상승,2.0|1.9|2.2|3.5|6.4|25.8|73.0|100|47.5|12.3|3.7|2.0|1.5
물놀이용품,4660,1060,3600,중간,1.7,급하락,2.0|5.7|18.1|7.6|1.0|0.4|0.4|0.5|0.6|0.5|0.6|0.8|1.7
배낭중형,10,5,5,낮음,,,
멀티스카프,2180,580,1600,중간,18.3,하락,21.7|23.0|27.5|18.4|12.8|11.4|24.5|15.1|13.7|11.5|17.7|25.5|18.3
암벽화,1980,410,1570,중간,14.7,급하락,20.2|19.5|21.2|21.1|17.8|15.0|13.6|12.8|15.7|13.7|16.5|14.5|14.7
트래킹화,9410,2200,7210,중간,80.8,유지,100|86.8|70.6|77.9|92.1|98.5|83.8|67.0|65.6|69.0|93.1|85.0|80.8
두건,6430,990,5440,높음,47.8,급하락,67.5|72.6|91.0|86.9|61.3|47.2|45.6|42.7|39.2|37.0|42.5|43.7|47.8
여성등산화,3630,530,3100,중간,33.2,급상승,34.4|27.0|15.6|29.5|32.7|39.0|37.5|35.5|34.0|29.2|40.2|35.8|33.2
클라이밍,35630,4430,31200,높음,30.4,급하락,45.1|43.1|48.4|47.4|36.4|34.0|28.1|29.9|35.9|30.7|30.5|26.0|30.4
공용등산화,10,5,5,높음,0.2,유지,0.0|0.1|0.2
남성등산화,2150,490,1660,중간,2.1,급상승,1.9|1.6|1.2|1.4|2.1|2.7|3.2|2.8|2.6|1.9|2.5|2.1|2.1
스패츠,1660,520,1140,중간,1.6,급하락,3.8|3.3|2.3|2.6|3.6|4.3|8.1|21.6|22.4|6.4|2.4|1.8|1.6
아이젠,6010,1240,4770,중간,5.6,급상승,5.0|5.0|5.7|7.1|8.7|15.5|32.3|100|77.7|29.3|11.0|5.7|5.6
스토퍼,10310,3030,7280,높음,49.6,급하락,67.5|67.5|71.8|68.6|66.3|56.9|57.9|59.8|58.1|49.2|56.2|56.8|49.6
캠핑백,240,50,190,높음,1.0,급하락,1.7|0.9|0.7|0.8|1.3|1.1|0.5|0.2|0.2|0.2|0.4|0.8|1.0
캠핑웨어,120,30,90,높음,0.4,급하락,0.7|0.7|0.1|0.3|0.9|1.3|0.4|0.2|0.1|0.1|0.3|0.2|0.4
미디스커트,5000,760,4240,높음,28.8,급상승,20.7|21.7|19.0|16.4|21.7|21.0|19.1|17.9|15.0|15.5|24.9|26.3|28.8
노와이어브라,10470,970,9500,높음,54.6,급하락,78.8|88.6|86.3|100|58.0|41.8|38.4|40.9|47.0|41.0|50.4|55.6|54.6
브라렛,14280,1680,12600,높음,50.0,급하락,66.7|80.7|85.3|61.3|42.2|32.2|25.9|25.2|28.7|28.6|37.3|42.0|50.0
반팔블라우스,18050,2450,15600,높음,61.6,급하락,82.7|100|79.3|46.8|21.0|3.7|2.5|2.6|3.6|4.8|12.4|32.6|61.6
롱스커트,14130,1630,12500,높음,58.3,상승,64.5|53.7|46.7|40.6|78.0|72.4|46.6|37.0|31.0|34.2|67.0|70.4|58.3
미니스커트,5200,690,4510,높음,19.6,하락,24.2|22.2|21.5|20.5|21.1|21.0|22.0|22.1|21.4|16.9|22.8|20.0|19.6
긴팔블라우스,400,50,350,높음,2.4,하락,3.3|1.9|1.9|4.4|10.0|3.9|0.8|0.4|0.5|0.8|1.7|1.8|2.4
민소매블라우스,5750,660,5090,높음,4.4,급하락,6.3|9.0|12.2|6.5|1.9|0.9|0.3|0.3|0.6|0.7|1.7|3.1|4.4
긴팔,750,150,600,높음,0.9,유지,1.2|0.9|1.0|1.1|4.0|3.3|1.4|1.2|1.1|1.0|1.1|1.2|0.9
반팔,11690,1890,9800,높음,14.1,급하락,20.0|15.4|12.3|8.0|5.0|3.2|2.4|2.6|3.1|3.8|7.8|15.6|14.1
슬리브리스,10690,1680,9010,높음,9.0,급하락,11.1|13.4|15.2|10.0|5.1|2.8|1.8|1.7|2.3|2.6|4.4|7.0|9.0
트위드자켓,7740,830,6910,높음,13.0,급상승,22.2|9.8|7.6|14.2|30.9|55.1|41.2|24.1|30.6|57.1|100|37.2|13.0
반팔원피스,4300,530,3770,높음,14.8,급하락,22.4|22.7|20.6|12.8|7.5|3.8|3.6|4.2|5.3|4.7|8.0|14.1|14.8
슬립원피스,2720,300,2420,높음,9.0,하락,8.8|10.3|10.2|8.0|6.6|5.9|4.5|5.2|6.0|6.2|8.4|8.0|9.0
와이어브라,4960,300,4660,높음,15.5,유지,14.2|15.6|15.1|13.2|11.0|9.8|7.9|7.9|9.1|10.6|11.9|16.4|15.5
임산부언더웨어,10,5,5,높음,,,
팬티,16820,2020,14800,중간,53.4,급하락,76.1|79.6|91.5|100|77.1|70.6|67.9|76.4|78.9|56.7|60.0|53.7|53.4
긴팔원피스,330,40,290,높음,2.2,상승,4.7|1.9|2.3|7.2|20.2|14.8|5.1|2.7|2.1|2.1|3.8|3.8|2.2
민소매원피스,9080,970,8110,높음,29.7,급하락,39.5|60.8|100|59.5|20.8|8.9|6.9|7.1|7.9|8.2|13.5|20.6|29.7
보정웨어,10,5,5,낮음,,,
속바지,7020,890,6130,중간,28.2,급하락,44.1|43.7|39.4|35.6|21.2|21.0|19.1|15.1|15.1|18.1|22.9|24.8|28.2
속치마,6600,780,5820,중간,25.7,급하락,30.8|33.4|32.7|21.9|14.4|9.5|7.0|7.0|7.0|9.1|14.0|20.6|25.7
슬립,13230,1430,11800,높음,56.5,급하락,74.9|76.1|80.6|79.2|66.9|62.8|61.8|74.4|70.9|59.5|57.9|54.1|56.5
캐미솔,5480,800,4680,중간,22.5,상승,17.4|16.4|14.7|12.0|9.4|8.5|8.5|8.4|9.2|9.4|14.9|19.2|22.5
슬렉스,3130,550,2580,높음,15.5,상승,17.9|14.8|13.5|12.7|16.1|19.1|16.1|17.1|16.0|13.7|18.0|16.5|15.5
수유쿠션,18930,2030,16900,중간,78.5,유지,85.5|84.8|92.7|94.7|89.4|94.6|99.4|83.5|100|82.6|98.5|83.8|78.5
용품,690,280,410,높음,2.4,급하락,45.5|39.6|35.6|34.0|8.1|3.5|3.8|4.5|3.8|2.9|3.3|2.9|2.4
젖병,14260,1960,12300,중간,55.9,유지,60.1|60.5|65.1|65.0|57.5|56.7|59.1|58.3|73.8|55.9|63.5|58.8|55.9
젖꼭지,3850,430,3420,높음,16.8,급하락,25.1|23.8|25.9|26.7|22.7|20.9|18.4|19.5|19.7|17.3|16.6|16.7|16.8
젖병소독,840,60,780,높음,3.1,급하락,5.6|5.3|5.7|5.7|4.9|4.4|4.2|4.0|4.4|3.9|4.0|3.7|3.1
살균,610,180,430,높음,2.5,급하락,4.4|4.7|4.6|3.7|3.9|3.3|3.0|2.7|2.8|2.4|3.1|2.9|2.5
치발기,15280,1680,13600,중간,63.6,급하락,100|99.5|94.7|89.6|85.5|78.2|75.8|80.0|86.9|70.4|71.8|66.3|63.6
목욕의자,7560,1130,6430,중간,69.8,급하락,87.1|83.5|100|80.4|68.7|63.7|60.8|70.6|73.9|58.1|63.6|66.6|69.8
샤워,3910,740,3170,높음,38.1,유지,45.9|46.2|49.9|47.7|43.7|40.0|39.4|39.1|40.9|34.5|57.4|42.7|38.1
입욕용품,10,5,5,낮음,,,
샤워기홀더,2920,490,2430,중간,28.5,상승,23.6|25.4|30.1|31.3|27.0|26.2|23.2|33.4|30.9|25.5|29.6|25.6|28.5
샴푸캡,3790,400,3390,높음,36.7,급하락,47.9|63.3|47.0|53.2|33.7|30.6|22.5|30.1|30.3|30.4|35.2|26.8|36.7
욕조,14910,3210,11700,중간,23.1,하락,32.6|26.2|25.9|25.8|24.9|29.4|30.8|34.1|36.7|31.5|31.2|24.0|23.1
타올,7220,1460,5760,중간,10.3,급하락,15.2|16.0|18.8|16.7|13.8|12.1|11.4|13.5|12.9|11.7|11.8|11.5|10.3
선물세트,4700,1540,3160,높음,9.3,유지,11.3|8.2|8.8|13.3|100|29.1|13.3|17.4|32.8|84.9|9.1|9.6|9.3
거즈,5890,1090,4800,높음,8.7,급하락,12.5|11.8|12.3|11.7|11.3|10.4|9.5|9.7|10.6|8.1|8.9|9.6|8.7
기저귀,33750,6750,27000,중간,45.1,하락,62.6|56.1|67.3|66.2|58.1|56.6|54.1|59.8|63.4|54.8|68.9|59.3|45.1
목욕 가운,3690,490,3200,중간,9.3,유지,11.9|10.6|11.1|11.2|11.5|14.3|15.5|18.3|17.2|13.1|13.2|10.1|9.3
유모차용품,90,20,70,높음,0.1,급하락,0.5|0.5|0.0|0.1|0.1|0.0|0.0|0.0|0.0|0.0|0.1|0.1
주니어카시트,20230,2630,17600,높음,51.5,하락,58.6|55.6|61.8|66.3|52.5|51.8|50.7|55.2|65.9|59.5|58.4|45.8|51.5
휴대용유모차,26780,3180,23600,중간,68.0,상승,85.2|76.9|68.0|73.2|71.8|69.1|59.0|53.3|61.1|61.2|83.8|100|68.0
가구,17360,4660,12700,높음,42.6,하락,51.2|50.2|51.4|54.8|51.1|50.0|48.1|46.9|49.9|43.6|47.6|40.7|42.6
칠판,6790,1860,4930,중간,14.4,하락,17.9|16.9|17.9|18.3|25.0|19.3|17.0|20.0|18.3|13.9|17.0|16.3|14.4
디럭스유모차,8020,1130,6890,높음,16.5,하락,22.0|21.4|19.4|20.2|18.0|19.0|17.7|14.5|17.5|15.8|19.8|17.7|16.5
영유아카시트,360,60,300,중간,0.8,급하락,1.6|1.2|1.3|1.1|1.0|0.9|0.6|0.8|1.1|1.1|0.8|0.9|0.8
웨건액세서리,10,5,5,낮음,,,
기저귀가방,37880,3680,34200,중간,75.1,하락,95.7|100|88.8|95.5|89.5|92.4|74.2|78.5|87.9|81.8|88.7|82.1|75.1
아기띠용품,10,5,5,낮음,,,
힙시트,8280,790,7490,높음,39.1,하락,40.4|39.5|44.2|49.4|47.8|37.4|29.7|30.6|35.5|32.1|38.6|39.0|39.1
노리개,11150,2250,8900,높음,43.7,급하락,53.2|58.4|73.9|79.4|100|82.1|53.9|42.9|54.1|51.5|45.6|45.4|43.7
바스,7580,1530,6050,중간,43.3,급하락,55.2|46.7|53.9|57.9|45.4|46.6|38.5|35.0|43.0|29.7|33.8|29.1|43.3
역할완구,10,5,5,낮음,,,
작동완구,60,30,30,높음,0.0,급하락,0.5|0.4|1.5|0.2|0.1|0.1|0.4|0.1|0.1|0.1|0.0
학습완구,15,10,5,높음,0.0,급하락,0.3|0.2|0.6|0.0|0.0|0.0|0.0
소꿉완구,10,5,5,높음,,,
신생아,12940,1140,11800,높음,70.3,급하락,100|94.6|97.4|94.2|88.9|84.7|81.6|81.6|85.1|73.5|83.1|72.6|70.3
영유아완구,10,5,5,높음,0.0,유지,0.3|0.0
어린이도서,460,120,340,높음,58.3,유지,76.5|76.5|82.3|81.8|86.1|70.0|71.0|87.8|69.7|71.3|100|84.3|58.3
대형완구,25,5,20,높음,0.7,유지,0.7
물놀이완구,25,5,20,높음,1.4,유지,1.6|1.4
블록완구,15,5,10,높음,,,
실용도서,10,5,5,높음,,,
중등도서,35,5,30,높음,0.0,급하락,0.2|0.1|0.2|0.1|0.1|0.1|0.3|0.0|0.1|0.0
초등도서,210,30,180,높음,1.2,하락,2.0|2.2|2.0|2.5|2.2|1.3|1.7|2.1|1.5|0.9|3.2|1.5|1.2
교구완구,10,5,5,높음,0.0,유지,0.0
빨대컵,8210,960,7250,높음,53.6,하락,67.4|72.5|71.1|72.5|67.2|58.8|60.9|67.4|71.9|78.5|74.4|55.4|53.6
스푼,8830,3800,5030,높음,59.3,급하락,96.4|98.9|100|96.9|84.4|76.3|69.5|66.6|56.3|46.0|48.8|51.1|59.3
수저,6780,1070,5710,중간,11.1,급하락,16.5|15.7|14.8|17.1|14.4|14.5|15.9|14.3|13.3|12.0|11.3|10.1|11.1
포크,13060,4920,8140,중간,16.5,급상승,15.1|14.7|13.8|47.2|100|75.5|18.9|17.7|22.5|19.8|24.0|19.3|16.5
턱받이,9370,1250,8120,중간,13.5,급하락,22.9|22.2|23.6|22.5|22.9|22.0|20.7|23.7|24.1|17.1|20.1|15.1|13.5
기타임부용품,10,5,5,낮음,,,
임부복,26220,4520,21700,높음,39.0,하락,66.1|52.3|48.9|50.3|60.4|54.4|39.4|35.0|37.2|40.3|50.9|45.1|39.0
발싸개,670,90,580,높음,6.6,급하락,11.3|9.4|10.3|10.3|10.4|11.0|10.5|11.5|11.1|7.3|7.1|6.1|6.6
수납,3810,960,2850,낮음,43.1,급하락,95.6|93.6|89.0|93.6|61.4|52.8|66.2|56.2|59.9|53.3|54.2|46.0|43.1
정리,4360,970,3390,높음,45.7,급하락,80.1|69.2|64.0|63.7|60.7|56.1|53.8|62.4|59.9|49.5|56.0|50.1|45.7
유아침구,210,50,160,높음,1.9,급하락,79.3|69.8|59.7|58.3|9.7|4.8|3.7|3.8|3.7|2.4|2.9|2.0|1.9
홈데코,910,240,670,높음,9.3,급하락,100|80.6|71.7|81.8|18.1|12.9|15.6|20.0|14.7|11.6|12.4|10.3|9.3
분유통,1100,130,970,중간,3.0,급하락,4.8|4.5|4.9|5.0|4.1|4.3|4.4|4.0|4.7|4.0|4.0|3.6|3.0
보온병,11170,1690,9480,중간,35.2,하락,50.5|49.5|48.9|44.9|46.7|61.5|93.2|95.6|100|69.5|56.1|38.0|35.2
유아건강식,25,5,20,높음,0.0,유지,0.0|0.0|0.0
겉싸개,2680,400,2280,높음,7.6,급하락,15.6|14.4|17.1|25.4|32.1|36.9|31.8|32.1|30.1|16.4|13.4|8.8|7.6
속싸개,11380,1400,9980,중간,32.9,하락,40.0|37.1|38.7|41.3|38.8|39.0|39.1|40.8|44.8|36.0|39.5|33.8|32.9
담요,14390,2390,12000,중간,28.0,급하락,43.1|43.1|38.0|41.5|58.2|100|96.6|82.7|56.6|34.4|36.5|30.0|28.0
손싸개,3130,350,2780,높음,7.4,급하락,10.0|9.6|9.6|10.2|9.8|8.6|7.5|8.1|8.9|7.1|8.7|7.2|7.4
학용품,1890,480,1410,높음,4.2,유지,5.9|5.8|5.5|5.7|5.8|5.0|6.1|7.5|6.4|8.2|7.4|5.2|4.2
유아매트,6670,940,5730,높음,15.1,급하락,20.2|19.4|21.2|23.3|20.2|23.7|26.2|23.7|20.3|16.8|18.2|15.4|15.1
수트,3060,510,2550,중간,7.9,하락,12.2|9.9|9.7|10.3|10.6|10.9|9.4|10.0|10.1|8.4|9.4|8.4|7.9
피부미용_삭제대상,10,5,5,낮음,,,
기타 뷰티식품,10,5,5,낮음,,,
다이어트,46600,10000,36600,높음,60.1,급하락,100|95.9|92.8|88.1|76.1|65.8|59.3|61.2|78.5|57.7|67.9|62.8|60.1
뷰티,9420,4310,5110,높음,9.5,하락,11.8|11.2|11.4|11.8|11.2|10.7|10.3|9.9|13.5|11.9|12.7|10.4|9.5
루테인,40830,9230,31600,중간,55.9,하락,75.9|72.7|71.3|83.7|76.6|62.0|66.1|66.7|71.8|60.2|68.4|64.0|55.9
비타민,43650,9950,33700,중간,30.4,하락,42.0|41.6|42.1|40.9|45.7|39.7|38.1|40.9|40.1|35.2|38.9|36.9|30.4
오메가,47300,10100,37200,높음,35.2,유지,32.5|33.7|37.1|40.5|34.6|32.9|31.2|31.8|37.5|37.6|34.2|35.0|35.2
유산균,109500,18500,91000,중간,74.1,하락,99.7|99.7|93.1|100|95.6|83.7|78.9|88.5|98.7|80.5|87.0|78.2|74.1
콜라겐,56100,10200,45900,높음,41.0,하락,58.8|56.4|56.2|54.3|53.4|50.2|53.3|56.0|61.2|49.2|52.9|50.8|41.0
공용쥬얼리세트,10,5,5,낮음,,,
여성발찌,220,20,200,높음,0.1,급하락,0.2|0.2|0.2|0.1|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.1|0.1
실버바,16190,2890,13300,높음,14.1,급상승,9.9|14.0|14.1|14.4|40.4|73.1|22.4|59.5|100|49.2|31.1|16.5|14.1
아동쥬얼리,10,5,5,낮음,,,
순금바,910,120,790,높음,0.7,급하락,1.1|1.2|1.0|1.2|2.1|2.7|1.1|1.4|1.8|1.1|0.9|0.8|0.7
기타쥬얼리,10,5,5,낮음,,,
순금,18020,2620,15400,높음,15.9,급하락,29.7|26.5|24.3|26.3|42.0|60.8|26.1|32.0|38.9|25.0|23.9|16.0|15.9
돌선물,7280,1420,5860,높음,6.9,급하락,16.1|15.3|15.6|14.7|14.4|12.0|12.8|13.6|15.0|11.9|10.9|7.9|6.9
돌반지,50770,8870,41900,높음,43.3,급하락,67.3|61.4|59.8|68.2|81.7|100|56.1|62.5|80.2|52.6|57.5|44.9|43.3
시트,2580,870,1710,높음,2.4,급하락,3.4|3.4|3.5|3.4|3.3|2.9|4.1|3.0|3.1|2.5|3.0|2.7|2.4
남녀공용버킷햇,15,5,10,높음,0.0,유지,0.0
남녀공용비니,10,5,5,낮음,9.1,유지,9.1
남녀공용스냅백,10,5,5,낮음,,,
남녀공용썬캡,15,5,10,높음,58.2,유지,100|58.2
남녀공용야구모자,10,5,5,낮음,100,유지,100
남녀공용털모자,10,5,5,낮음,,,
남녀공용페도라,10,5,5,낮음,,,
남성스카프,320,50,270,높음,14.0,급상승,17.5|10.3|7.1|9.3|20.3|54.6|100|70.1|44.5|39.1|61.5|28.1|14.0
남성안경,280,30,250,높음,7.8,급상승,3.0|3.6|3.7|3.4|3.5|3.4|8.2|10.0|9.6|8.5|9.4|8.9|7.8
서스펜더,2280,440,1840,높음,69.7,유지,84.7|70.2|59.0|65.4|69.0|68.8|62.6|59.9|74.6|57.1|66.4|73.0|69.7
남녀공용군모,10,5,5,낮음,,,
남녀공용머플러,10,5,5,높음,0.2,유지,0.5|0.2
남녀공용스카프,10,5,5,높음,,,
남성깔창,65,5,60,높음,0.4,급상승,0.1|0.1|0.1|0.1|0.1|0.3|0.5|0.3|0.2|0.3|0.4|0.4
남성머플러,60,10,50,높음,0.5,급상승,0.2|0.1|0.1|0.4|2.7|13.1|59.1|64.0|36.0|12.7|5.9|1.0|0.5
안경케이스,8510,1560,6950,높음,100,상승,87.7|88.8|92.8|99.3|82.5|70.7|65.8|68.9|77.9|81.5|94.5|87.8|100
공용양말,15,5,10,높음,0.1,유지,0.1
남성양말,4790,890,3900,중간,65.5,하락,84.6|64.3|81.8|69.0|60.5|67.1|89.0|90.3|73.9|59.8|75.5|75.2|65.5
남성양말세트,80,20,60,높음,4.7,상승,5.1|5.7|5.4|1.3|4.7|2.8|6.0|9.9|6.1|11.1|6.9|7.0|4.7
여성썬캡,5110,440,4670,높음,76.3,급하락,99.9|100|78.2|41.5|20.0|12.1|8.3|1.8|1.5|4.5|25.3|64.9|76.3
여성야구모자,890,60,830,중간,16.9,급상승,8.4|6.4|6.2|5.2|6.0|6.3|5.6|4.4|5.3|5.7|11.7|16.5|16.9
여성털모자,10,5,5,높음,0.2,급상승,0.2|0.3|4.8|41.6|100|70.9|13.5|0.2|0.2
여성페도라,90,10,80,높음,1.5,급하락,3.0|2.4|1.7|1.3|3.6|1.7|1.5|0.5|1.5|1.4|2.0|1.5
남성손수건,980,160,820,높음,33.0,급하락,33.3|39.6|53.6|47.5|27.7|18.9|26.0|22.8|18.8|18.9|19.1|24.7|33.0
여성손수건,960,150,810,높음,31.2,급하락,41.0|40.2|57.5|51.3|28.3|14.1|13.2|19.0|12.7|14.4|17.8|24.9|31.2
남성페도라,210,30,180,높음,3.6,급하락,3.6|3.7|3.5|0.5|1.0|0.6|1.0|0.5|0.8|1.3|0.6|1.8|3.6
여성 햇,35,5,30,높음,0.2,급하락,0.9|0.9|0.2|0.1|0.2|0.2
여성군모,45,5,40,중간,0.1,급하락,0.9|0.3|0.1|0.5|0.2|0.2|0.6|0.1|0.4|0.4|0.5|0.2|0.1
여성버킷햇,5380,590,4790,높음,99.5,급상승,88.5|61.6|64.3|62.7|43.9|60.1|67.8|45.8|35.4|32.8|70.6|100|99.5
여성비니,70,10,60,높음,0.7,급상승,1.2|0.6|0.1|0.4|2.1|9.2|21.7|32.4|26.9|9.2|4.3|1.6|0.7
여성스냅백,35,5,30,높음,0.1,유지,0.1
남성군모,70,10,60,높음,0.6,하락,2.1|1.1|0.6|0.8|0.8|1.5|0.9|2.1|0.3|0.6|0.9|1.8|0.6
남성버킷햇,790,160,630,높음,42.4,하락,33.8|36.1|50.3|23.0|13.2|7.5|10.0|8.6|5.4|6.9|21.4|35.1|42.4
남성비니,30,10,20,높음,2.3,급상승,0.3|4.6|17.9|62.8|100|85.9|22.7|7.7|2.3
남성스냅백,60,10,50,높음,0.3,유지,0.5|1.3|0.3|0.3|0.3|1.5|0.6|1.6|0.4|0.3
남성썬캡,600,100,500,높음,35.0,급하락,31.2|31.2|31.8|11.1|2.3|0.3|0.3|0.4|0.6|8.5|22.6|35.0
남성야구모자,200,20,180,높음,2.7,급상승,0.5|0.8|0.8|0.6|0.2|0.5|0.6|1.4|0.6|0.5|2.0|2.1|2.7
남성털모자,15,10,5,높음,1.7,급상승,0.1|0.4|5.9|13.0|9.8|1.7
노트북케이스,3340,970,2370,중간,48.2,상승,70.0|66.4|59.6|71.7|73.0|59.2|62.0|64.5|84.4|96.2|100|58.0|48.2
이어폰케이스,1450,280,1170,높음,23.1,하락,24.2|23.5|25.6|28.4|29.4|26.4|22.6|23.8|24.7|21.9|24.3|22.0|23.1
태블릿케이스,1320,270,1050,중간,19.1,급하락,29.2|28.0|27.7|29.8|28.6|25.4|22.7|28.3|32.1|26.2|27.7|19.9|19.1
핸드폰보조배터리,1390,240,1150,높음,1.9,상승,1.9|1.7|1.6|1.6|1.8|1.6|2.0|1.9|1.6|1.7|2.1|2.1|1.9
핸드폰케이스,64450,8550,55900,높음,79.3,하락,99.1|93.3|100|97.8|92.3|85.1|76.1|85.3|90.8|78.7|97.6|77.1|79.3
남성워머,25,5,20,높음,0.0,하락,0.0|0.3|0.6|0.3|0.0
여성워머,25,5,20,높음,0.0,급하락,0.0|0.1|0.6|0.8|0.5|0.1|0.0|0.0
여성숄,55,5,50,높음,0.0,급상승,0.0|0.0|0.0|0.0|0.2|0.6|0.8|0.7|0.4|0.2|0.2|0.1|0.0
여성스카프,780,160,620,높음,6.7,급상승,7.9|3.4|2.4|4.5|10.1|20.5|25.0|20.5|13.7|15.8|26.3|14.1|6.7
여성안경,310,20,290,높음,1.5,급상승,0.7|0.8|0.8|0.9|0.8|1.0|1.8|1.9|2.1|1.8|1.9|1.6|1.5
여행소품,80,30,50,높음,0.1,급하락,0.4|0.3|0.1|0.1|0.2|0.2|0.1|0.2|0.2|0.2|0.2|0.2|0.1
와펜,12220,2930,9290,높음,63.2,급하락,92.0|84.3|81.8|89.3|92.3|100|99.5|87.1|74.2|58.8|69.8|65.9|63.2
여성양말,4990,690,4300,높음,31.6,급상승,39.0|28.0|24.2|33.7|32.7|45.6|66.6|50.8|33.1|27.7|43.2|41.7|31.6
여성양말세트,120,10,110,높음,0.1,하락,0.2|0.1|0.1|0.0|0.1|0.0|0.1|0.3|0.2|0.2|0.1|0.1|0.1
양산,156300,26200,130100,중간,28.8,급하락,25.7|43.1|100|34.4|12.6|10.6|7.3|6.8|7.8|7.6|9.7|17.0|28.8
여성 퍼 머플러,10,5,5,낮음,,,
여성머플러,40,10,30,높음,0.0,급상승,0.0|0.0|0.0|0.0|0.3|1.2|1.1|0.5|0.2|0.1|0.0|0.0
여성선글라스,4680,510,4170,높음,1.4,급상승,1.0|0.9|0.8|0.5|0.3|0.2|0.3|0.3|0.3|0.4|0.8|1.3|1.4
음료,7410,2340,5070,중간,20.2,급하락,39.0|37.4|36.0|36.1|25.7|20.2|19.5|19.0|18.5|17.3|20.8|21.7|20.2
차,27270,4670,22600,높음,79.7,하락,100|91.2|95.3|96.1|91.1|91.5|87.2|91.7|98.2|87.8|85.0|78.7|79.7
고체향수,8260,1830,6430,중간,25.5,급하락,37.6|38.0|35.8|40.2|28.7|25.8|23.7|26.9|28.1|22.8|27.5|25.0|25.5
공용향수,15,5,10,높음,0.0,유지,0.0|0.0
남성향수,2910,860,2050,중간,9.3,상승,8.7|7.8|7.8|8.2|9.0|8.5|9.5|11.3|9.1|8.7|9.7|9.7|9.3
드레스퍼퓸,710,130,580,중간,3.7,급하락,8.6|5.7|11.8|10.9|8.9|9.7|11.3|9.4|5.8|5.9|5.9|5.2|3.7
룸스프레이,7350,1620,5730,중간,44.7,급하락,100|70.9|93.4|66.0|70.9|66.3|63.0|61.6|59.6|53.6|55.9|46.4|44.7
여성쥬얼리,150,20,130,높음,0.5,급하락,0.7|0.5|0.6|0.4|0.6|0.1|0.2|0.1|0.1|0.2|0.5
가공식품,2270,540,1730,높음,13.3,급하락,25.0|23.9|28.8|19.9|22.0|18.0|15.4|12.9|13.4|11.3|15.1|15.5|13.3
간편요리,250,70,180,높음,1.2,급하락,2.7|3.0|2.7|3.2|2.7|2.0|2.0|2.4|2.8|1.5|1.7|1.5|1.2
소스,6050,1690,4360,높음,49.6,급하락,100|88.1|88.5|85.0|69.7|57.7|57.8|56.7|61.6|49.0|57.4|55.5|49.6
여성모자,6140,600,5540,높음,76.5,상승,81.4|70.3|56.9|41.3|37.9|48.7|63.8|64.8|57.7|43.5|75.8|92.5|76.5
공용장갑,15,5,10,낮음,0.9,유지,0.9
남성모자,2940,430,2510,높음,29.5,상승,27.7|26.8|27.5|20.5|17.4|18.3|24.6|27.5|24.2|20.2|27.8|29.3|29.5
남성쥬얼리,50,10,40,높음,0.0,급하락,0.3|0.1|0.1|0.0|0.0|0.1|0.0|0.0
여성향수,2290,600,1690,높음,6.8,상승,7.3|5.6|5.9|7.3|6.3|5.6|5.7|7.5|7.8|6.3|7.5|7.2|6.8
캔들홀더,800,220,580,높음,2.1,급하락,4.7|3.9|3.2|3.7|3.7|3.9|5.4|5.8|3.5|2.7|3.0|2.6|2.1
여성가방,19040,2640,16400,높음,49.9,급하락,100|80.4|74.6|77.6|72.9|67.0|60.4|65.5|63.3|53.7|64.7|55.2|49.9
모카신,1340,240,1100,높음,3.8,급상승,5.1|4.3|3.6|5.1|11.3|20.1|33.3|34.3|20.6|9.8|9.0|5.8|3.8
